"id","name","country_id/id"
"sgst_group","SGST","base.in"
"cgst_group","CGST","base.in"
"igst_group","IGST","base.in"
"cess_group","Cess","base.in"
"gst_group","GST","base.in"
"exempt_group","Exempt","base.in"
"nil_rated_group","Nil Rated","base.in"
"non_gst_supplies_group","Non GST Supplies","base.in"
